N,10000,20000,30000,40000,50000,60000,70000,80000,90000,100000
len,2.1457672119140625e-06,3.337860107421875e-06,2.384185791015625e-06,1.9073486328125e-06,1.6689300537109375e-06,2.86102294921875e-06,4.291534423828125e-06,2.384185791015625e-06,2.1457672119140625e-06,1.9073486328125e-06
copiar,0.002306222915649414,0.004543304443359375,0.0069158077239990234,0.008666753768920898,0.012230157852172852,0.059995174407958984,0.017317533493041992,0.09727025032043457,0.020624160766601562,0.024531126022338867
invertir,0.0003788471221923828,0.0007755756378173828,0.0011200904846191406,0.0015556812286376953,0.001981019973754883,0.0023887157440185547,0.0027246475219726562,0.003111600875854492,0.00359344482421875,0.003942251205444336
